Airline_Name,Airline_ID,Aircraft_Model,Flight_Type,Source_Airport_Name,Source_Airport_Code,Destination_Airport_Name,Destination_Airport_Code,Airport_region_code,Departure Date,Scheduled_Depature,Actual_Depature,Scheduled_Arrival,Actual_Arrival,Arrival_Date,FREQUENCY,Travel_Time,Accuracy,Validity,Completeness,,,,
Cathay_Pacific,G4606,Airbus A330,International,Aklavik/Freddie Carmichael Airport,LAK,Nondalton Airport,NNL,,1/17/2022,12:15 AM,12:53 AM,1:21 PM,3:56 PM,1/17/2022,monthly,15:02,ACCURATE,VALID,COMPLETE,,,,
Ethihad,G4606,Airbus A350,INT,Surigao Airport,SUG,Les Sables-d'Olonne Talmont Airport,LSO,PH-AS,7/29/2022,8:02 AM,10:22 AM,11:40 PM,1:25 AM,7/29/2022,weekly,15:03,ACCURATE,VALID,COMPLETE,,,,
Ethihad,WN101,Boeing 747,Domestic,Prof. Eribelto Manoel Reino State Airport,SJP,Bauru Airport,BAU,BR-SA,11/15/2022,3:35 AM,5:23 AM,6:00 PM,8:32 PM,11/15/2022,weekly,15:08,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,UA789,Airbus A320,International,Carson Airport,CSN,,DJB,US-,3/18/2022,1:51 AM,3:31 AM,3:57 PM,6:39 PM,3/18/2022,weekly,15:08,ACCURATE,VALID,COMPLETE,,,,
Vistara,HA707,Airbus A320,Domestic,Capitán FAP Guillermo Concha Iberico International Airport,PIU,Burley Municipal Airport,BYI,PE-SA,6/22/2022,2:52 AM,5:51 AM,8:20 PM,9:02 PM,6/22/2022,weekly,15:11,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,NK404,Boeing 787,Domestic,Fascene Airport,NOS,Ziro Airport,ZER,MG-AF,10/17/2022,12:56 AM,3:17 AM,5:45 PM,6:30 PM,10/17/2022,monthly,15:12,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,AS303,Boeing 787,DOM,RAF Bentwaters,BWY,Pitalito Airport,PTX,GB-EU,8/23/2022,12:12 AM,2:39 AM,4:05 PM,5:52 PM,8/23/2022,weekly,15:13,ACCURATE,VALID,COMPLETE,,,,
Emirates,NK404,Boeing 777,International,Chennault International Airport,CWF,Camilo Daza International Airport,,US-NA,12/16/2022,8:46 AM,10:39 AM,11:32 PM,1:57 AM,12/16/2022,daily,15:17,ACCURATE,VALID,COMPLETE,,,,
Qantas,NK404,Boeing 747,INT,,KWZ,Teniente Av. Jorge Henrich Arauz Airport,TDD,CD-AF,9/10/2022,5:44 AM,5:56 AM,8:28 PM,9:18 PM,9/10/2022,monthly,15:21,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,SY808,Boeing 777,INT,Volgograd International Airport,VOG,Lalmonirhat Airport,LLJ,RU-EU,4/3/2022,1:04 AM,1:58 AM,3:35 PM,5:21 PM,4/3/2022,daily,15:23,ACCURATE,VALID,COMPLETE,,,,
Vistara,B6202,Airbus A330,Domestic,Port Hedland International Airport,PHE,Gulgubip Airport,GLP,AU-OC,4/26/2022,5:19 AM,6:54 AM,8:51 PM,10:29 PM,4/26/2022,monthly,15:35,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,G4606,Boeing 747,International,Donskoye Airport,TBW,Soewondo Air Force Base,MES,RU-,2/22/2022,12:39 AM,3:12 AM,4:48 PM,6:51 PM,2/22/2022,weekly,15:39,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,HA707,Airbus A350,International,Nador International Airport,NDR,Kufra Airport,AKF,MA-AF,4/9/2022,5:05 AM,5:35 AM,8:45 PM,9:20 PM,4/9/2022,biweekly,15:44,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Boeing 777,Domestic,Point Lay LRRS Airport,PIZ,Castres-Mazamet Airport,,US-NA,8/28/2022,4:23 AM,7:15 AM,8:36 PM,11:13 PM,8/28/2022,daily,15:57,ACCURATE,VALID,COMPLETE,,,,
Emirates,AA123,Boeing 737,Domestic,South Bimini Airport,BIM,Mbarara Airport,MBQ,BS-NA,7/21/2022,5:12 AM,7:14 AM,8:55 PM,11:20 PM,7/21/2022,biweekly,16:06,ACCURATE,VALID,COMPLETE,,,,
Vistara,AA123,Airbus A380,INT,Thaba Nchu Tar Airport,TCU,Mackinac Island Airport,,ZA-AF,7/12/2022,6:49 AM,7:25 AM,8:57 PM,11:32 PM,7/12/2022,weekly,16:07,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,WN101,Boeing 747,Domestic,Albina Airport,ABN,,VIT,SR-SA,2/18/2022,12:01 AM,12:11 AM,2:56 PM,4:20 PM,2/18/2022,biweekly,16:09,ACCURATE,VALID,COMPLETE,,,,
Qantas,SY808,Boeing 777,International,,PSF,Campo Fontenelle Airport,QPS,US-NA,9/28/2022,5:55 AM,7:23 AM,11:01 PM,11:38 PM,9/28/2022,bimonthly,16:15,ACCURATE,VALID,COMPLETE,,,,
Air_France,F9505,Boeing 787,INT,Erenhot Saiwusu International Airport,ERL,Hope Airport,YHE,CN-AS,8/27/2022,4:06 AM,5:03 AM,8:02 PM,9:28 PM,8/27/2022,weekly,16:25,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,B6202,Boeing 737,International,Vijayawada Airport,VGA,M'Bigou Airport,MBC,IN-AS,2/21/2022,1:02 AM,2:10 AM,5:15 PM,6:37 PM,2/21/2022,biweekly,16:27,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,G4606,Airbus A330,INT,Dera Ghazi Khan Airport,DEA,Torembi Airport,TCJ,PK-AS,2/4/2022,6:22 AM,7:58 AM,10:29 PM,12:40 AM,2/4/2022,monthly,16:42,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,NK404,Airbus A380,INT,Uléi Airport,ULB,Juana Azurduy De Padilla Airport,SRE,VU-OC,4/5/2022,12:13 AM,1:32 AM,5:47 PM,6:16 PM,4/5/2022,biweekly,16:44,ACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Airbus A330,International,University Oxford Airport,UOX,Hpa-N Airport,PAA,US-NA,5/15/2022,6:47 AM,8:00 AM,10:39 PM,12:58 AM,5/15/2022,biweekly,16:58,ACCURATE,VALID,COMPLETE,,,,
Emirates,SY808,Boeing 787,INT,Moala Airport,MFJ,Changhai Airport,,FJ-OC,11/20/2022,7:08 AM,7:38 AM,11:08 PM,12:42 AM,11/20/2022,biweekly,17:04,ACCURATE,VALID,COMPLETE,,,,
Emirates,AS303,Airbus A320,DOM,Billy Mitchell Airport,HNC,Joint Base Balad,XQC,US-NA,12/1/2022,1:10 AM,1:27 AM,6:00 PM,6:37 PM,12/1/2022,monthly,17:10,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,DL456,Airbus A330,INT,Quảng Ngãi Airfield,XNG,Whitecourt Airport,YZU,VN-AS,1/13/2022,2:00 AM,3:53 AM,9:15 PM,9:16 PM,1/13/2022,daily,17:22,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,B6202,Airbus A380,INT,Iokea Airport,IOK,Minsk National Airport,MSQ,PG-OC,12/8/2022,6:57 AM,7:28 AM,10:19 PM,12:54 AM,12/8/2022,daily,17:26,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,NK404,Airbus A350,International,,MBY,Semporna Airport,SMM,US-NA,8/12/2022,1:32 AM,2:23 AM,6:43 PM,7:54 PM,8/12/2022,weekly,17:30,ACCURATE,VALID,COMPLETE,,,,
Ethihad,NK404,Boeing 747,DOM,Mountain Airport,MWP,Merimbula Airport,MIM,NP-AS,12/15/2022,1:43 AM,2:19 AM,6:55 PM,7:54 PM,12/15/2022,daily,17:34,ACCURATE,VALID,COMPLETE,,,,
Air_France,G4606,Boeing 787,International,Grenoble-Isère Airport,GNB,Tjilik Riwut Airport,PKY,FR-EU,11/5/2022,2:43 AM,3:38 AM,6:52 PM,9:13 PM,11/5/2022,biweekly,17:34,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,SY808,Airbus A330,International,Cattle Creek Airport,CTR,Bundi Airport,,AU-OC,3/6/2022,5:14 AM,6:31 AM,11:04 PM,12:11 AM,3/6/2022,daily,17:40,ACCURATE,VALID,COMPLETE,,,,
Emirates,AS303,Airbus A320,Domestic,Tucupita Airport,TUV,Kasba Lake Airport,YDU,VE-SA,3/16/2022,12:09 AM,1:18 AM,6:36 PM,7:00 PM,3/16/2022,biweekly,17:42,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,B6202,Airbus A350,INT,Blissville Airport,YYS,Copenhagen Kastrup Airport,CPH,CA-NA,4/25/2022,2:32 AM,4:11 AM,8:00 PM,9:59 PM,4/25/2022,bimonthly,17:47,ACCURATE,VALID,COMPLETE,,,,
Vistara,G4606,Airbus A380,DOM,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",TAR,Ben Bruce Memorial Airpark,EVA,IT-EU,6/13/2022,2:32 AM,4:09 AM,8:20 PM,10:03 PM,6/13/2022,weekly,17:53,ACCURATE,VALID,COMPLETE,,,,
Qantas,AS303,Boeing 737,Domestic,Elista Airport,ESL,Club Makokola Airport,CMK,RU-EU,5/7/2022,3:17 AM,4:00 AM,7:38 PM,10:08 PM,5/7/2022,bimonthly,18:07,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,HA707,Boeing 787,International,John H Batten Airport,RAC,Richard B Russell Airport,RMG,US-NA,11/10/2022,3:15 AM,4:59 AM,9:00 PM,11:08 PM,11/10/2022,daily,18:08,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,G4606,Boeing 787,International,Perito Moreno Airport,PMQ,Adado Airport,AAD,AR-SA,7/18/2022,12:01 AM,2:49 AM,6:05 PM,9:00 PM,7/18/2022,daily,18:10,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,G4606,Airbus A330,DOM,,LRQ,Komatsu Airport,KMQ,CA-,6/19/2022,12:05 AM,2:20 AM,7:13 PM,8:44 PM,6/19/2022,monthly,18:24,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,F9505,Boeing 747,Domestic,,CUU,,0,MX-NA,11/5/2022,1:35 AM,3:06 AM,8:43 PM,9:41 PM,11/5/2022,monthly,18:35,ACCURATE,VALID,COMPLETE,,,,
Air_France,AA123,Boeing 737,International,Namibe Airport,MSZ,El Loa Airport,CJC,AO-AF,8/20/2022,1:51 AM,4:08 AM,10:06 PM,10:45 PM,8/20/2022,bimonthly,18:36,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,G4606,Airbus A350,Domestic,,TYS,Arvaikheer Airport,AVK,US-NA,5/14/2022,12:40 AM,3:37 AM,9:44 PM,10:23 PM,5/14/2022,monthly,18:46,ACCURATE,VALID,COMPLETE,,,,
Ethihad,AS303,Airbus A320,INT,Perth Jandakot Airport,JAD,Christiansted Harbor Seaplane Base,SSB,AU-OC,2/19/2022,2:50 AM,4:18 AM,10:21 PM,11:08 PM,2/19/2022,weekly,18:49,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,SY808,Airbus A330,INT,Kinston Regional Jetport At Stallings Field,ISO,Timişoara Traian Vuia Airport,TSR,US-NA,8/9/2022,1:55 AM,4:36 AM,11:20 PM,11:29 PM,8/9/2022,monthly,18:52,ACCURATE,VALID,COMPLETE,,,,
Air_France,AA123,Boeing 787,Domestic,Cotopaxi International Airport,LTX,Jurado Airport,JUO,EC-SA,8/30/2022,1:33 AM,3:56 AM,10:41 PM,10:52 PM,8/30/2022,daily,18:56,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,NK404,Airbus A330,International,Townsville Airport,TSV,Fuerte Olimpo Airport,,AU-OC,6/22/2022,5:27 AM,6:46 AM,11:19 PM,1:45 AM,6/22/2022,monthly,18:59,ACCURATE,VALID,COMPLETE,,,,
Ethihad,B6202,Boeing 747,International,Sialkot Airport,SKT,Nzérékoré Airport,NZE,PK-AS,9/8/2022,2:05 AM,2:34 AM,7:10 PM,9:37 PM,9/8/2022,daily,19:03,ACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Boeing 787,DOM,Tashkent International Airport,TAS,Hassi R'Mel Airport,HRM,UZ-AS,11/9/2022,2:59 AM,3:55 AM,10:37 PM,11:00 PM,11/9/2022,monthly,19:04,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AA123,Boeing 737,Domestic,Red Sucker Lake Airport,YRS,Oiapoque Airport,OYK,CA-NA,10/13/2022,1:19 AM,3:20 AM,7:47 PM,10:44 PM,10/13/2022,bimonthly,19:23,ACCURATE,VALID,COMPLETE,,,,
Emirates,AA123,Airbus A380,Domestic,Norrköping Airport,NRK,Lombok International Airport,LOP,SE-EU,8/11/2022,1:03 AM,1:47 AM,6:48 PM,9:23 PM,8/11/2022,monthly,19:36,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,SY808,Boeing 747,Domestic,Longreach Airport,LRE,Fresno Yosemite International Airport,FAT,AU-OC,4/29/2022,1:13 AM,4:11 AM,9:57 PM,11:47 PM,4/29/2022,daily,19:36,ACCURATE,VALID,COMPLETE,,,,
Qantas,WN101,Airbus A350,INT,Raufarhöfn Airport,RFN,,DAL,IS-EU,12/12/2022,1:14 AM,2:00 AM,8:19 PM,9:38 PM,12/12/2022,monthly,19:38,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,HA707,Airbus A380,Domestic,L'Aquila–Preturo Airport,QAQ,Grozny North Airport,GRV,IT-EU,9/3/2022,1:33 AM,1:42 AM,8:14 PM,9:29 PM,9/3/2022,monthly,19:47,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,G4606,Airbus A380,Domestic,Huntingburg Airport,HNB,Grosseto Air Base,GRS,US-NA,1/1/2022,2:04 AM,3:46 AM,9:59 PM,11:39 PM,1/1/2022,daily,19:52,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,HA707,Boeing 787,International,Kemmerer Municipal Airport,EMM,Mirassol Airport,0,US-NA,1/31/2022,4:03 AM,5:18 AM,11:14 PM,1:11 AM,1/31/2022,weekly,19:53,ACCURATE,VALID,COMPLETE,,,,
Vistara,F9505,Boeing 777,INT,Liverpool John Lennon Airport,LPL,Higuerote Airport,HGE,GB-EU,1/20/2022,4:38 AM,5:35 AM,11:01 PM,1:34 AM,1/20/2022,monthly,19:59,ACCURATE,VALID,COMPLETE,,,,
Emirates,G4606,Airbus A380,International,,RSA,Salina Gunnison Airport,SBO,AR-SA,3/7/2022,3:44 AM,4:17 AM,9:38 PM,12:16 AM,3/7/2022,weekly,19:59,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,AA123,Airbus A380,INT,,SZE,Quaqtaq Airport,YQC,,4/30/2022,12:58 AM,1:35 AM,9:15 PM,9:37 PM,4/30/2022,daily,20:02,ACCURATE,VALID,COMPLETE,,,,
Ethihad,F9505,Boeing 747,International,Carora Airport,VCR,Casiguran Airport,CGG,VE-SA,6/21/2022,2:12 AM,3:01 AM,11:06 PM,11:23 PM,6/21/2022,biweekly,20:22,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AA123,Airbus A330,International,,AGG,,EBH,PG-OC,4/15/2022,2:10 AM,2:13 AM,9:36 PM,10:35 PM,4/15/2022,daily,20:22,ACCURATE,VALID,COMPLETE,,,,
Qantas,SY808,Boeing 787,INT,,RSD,Tindouf Airport,TIN,BS-NA,10/19/2022,1:58 AM,4:25 AM,11:03 PM,12:52 AM,10/19/2022,biweekly,20:26,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,F9505,Boeing 737,International,Argyle Downs Airport,AGY,Destin-Ft Walton Beach Airport,VPS,AU-OC,7/31/2022,12:00 AM,2:00 AM,9:08 PM,10:28 PM,7/31/2022,biweekly,20:27,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,F9505,Airbus A320,Domestic,Marmul Airport,OMM,Fort Liard Airport,YJF,OM-AS,5/16/2022,2:12 AM,2:54 AM,11:43 PM,12:04 AM,5/16/2022,daily,21:09,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,B6202,Airbus A320,INT,Tho Xuan Airport,THD,Five Mile Airport,FMC,VN-AS,10/16/2022,1:24 AM,4:07 AM,10:59 PM,1:27 AM,10/16/2022,weekly,21:19,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,AA123,Airbus A380,INT,Aleknagik / New Airport,WKK,General Francisco Javier Mina International Airport,TAM,US-NA,2/9/2022,12:32 AM,1:08 AM,10:36 PM,10:44 PM,2/9/2022,daily,21:35,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,NK404,Airbus A350,Domestic,Zahedan International Airport,ZAH,Persian Gulf International Airport,PGU,IR-AS,10/9/2022,1:18 AM,3:37 AM,11:58 PM,1:53 AM,10/9/2022,weekly,22:15,ACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Airbus A320,Domestic,Juba International Airport,JUB,Smiths Falls-Montague (Russ Beach) Airport,,SS-AF,6/5/2022,1:38 AM,3:50 AM,11:34 PM,2:17 AM,6/5/2022,monthly,22:27,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,HA707,Boeing 737,International,Arturo Michelena International Airport,VLN,Perugia San Francesco d'Assisi – Umbria International Airport,PEG,VE-SA,6/15/2022,1:08 AM,4:03 AM,11:55 PM,2:33 AM,6/15/2022,weekly,22:30,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,F9505,Boeing 777,DOM,General Bartolome Salom International Airport,PBL,San Carlos Apache Airport,GLB,VE-SA,6/30/2022,2:00 AM,2:10 AM,10:57 PM,1:04 AM,6/30/2022,bimonthly,22:54,ACCURATE,VALID,COMPLETE,,,,
Air_France,DL456,Boeing 737,International,Ulawa Airport,RNA,,VUS,SB-OC,5/9/2022,12:19 AM,2:22 AM,11:55 PM,1:26 AM,5/9/2022,weekly,23:04,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,NK404,Boeing 747,Domestic,Songyuan Chaganhu Airport,YSQ,Pacific City State Airport,PFC,CN-,11/1/2022,10:40 PM,1:17 AM,1:32 AM,2:29 AM,12/1/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,DL456,Boeing 737,International,,BTU,Zhuhai Jinwan Airport,ZUH,MY-AS,9/16/2022,11:45 PM,12:56 AM,1:11 AM,2:50 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,G4606,Airbus A320,International,Termez Airport,TMJ,Baie Comeau Airport,YBC,UZ-AS,2/21/2022,11:40 PM,1:54 AM,1:16 AM,3:12 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,SY808,Airbus A320,International,NASA Crows Landing Airport,NRC,,HVA,US-NA,8/5/2022,9:51 PM,10:00 PM,12:01 AM,12:59 AM,9/5/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Airbus A320,International,Marshall Memorial Municipal Airport,MHL,Oki Airport,OKI,US-NA,6/25/2022,11:38 PM,1:39 AM,12:10 AM,1:34 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,AS303,Airbus A320,INT,Alton Downs Airport,AWN,,0,AU-OC,11/25/2022,10:26 PM,12:45 AM,1:58 AM,3:22 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,F9505,Airbus A320,Domestic,Diagoras Airport,RHO,Okaukuejo Airport,OKF,GR-EU,8/7/2022,9:18 PM,11:11 PM,1:03 AM,3:29 AM,9/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,F9505,Boeing 747,Domestic,Grand Lake Regional Airport,NRI,General Manuel Carlos Piar International Airport,PZO,US-NA,2/2/2022,9:40 PM,10:35 PM,12:30 AM,2:24 AM,3/2/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,DL456,Airbus A320,Domestic,,MXH,Saurimo Airport,VHC,,4/28/2022,11:19 PM,1:19 AM,1:18 AM,2:30 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,B6202,Airbus A320,International,Pinheiro Airport,PHI,Cordillo Downs Airport,ODL,BR-SA,5/23/2022,8:20 PM,9:37 PM,12:14 AM,2:21 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,WN101,Boeing 787,International,San Pedro Airport,NPU,Yorketown Airport,ORR,CO-SA,12/9/2022,10:29 PM,10:49 PM,12:53 AM,3:40 AM,13-09-2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,DL456,Airbus A350,International,Hervey Bay Airport,HVB,Dubai International Airport,DXB,AU-OC,11/8/2022,8:45 PM,9:55 PM,12:24 AM,1:23 AM,12/8/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,DL456,Boeing 747,International,Moyo Airport,OYG,Catalina Air-Sea Terminal Heliport,SPQ,UG-AF,11/22/2022,11:15 PM,1:55 AM,1:21 AM,3:09 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,AS303,Airbus A350,Domestic,Diyawanna Oya Seaplane Base,DWO,Patrocínio Airport,0,LK-AS,8/8/2022,9:02 PM,10:45 PM,1:17 AM,3:16 AM,9/8/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,DL456,Boeing 737,DOM,Mihail Kogălniceanu International Airport,CND,,HOO,RO-EU,12/28/2022,10:13 PM,1:08 AM,1:42 AM,4:34 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,NK404,Boeing 777,Domestic,Warren Airport,QRR,Oria Airport,OTY,AU-OC,2/12/2022,10:25 PM,12:30 AM,1:30 AM,4:08 AM,3/12/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,HA707,Airbus A350,Domestic,Wales Airport,WAA,Argyle Airport,GYL,US-NA,12/11/2022,11:42 PM,12:54 AM,2:54 AM,4:39 AM,13-11-2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,NK404,Boeing 777,International,Oodnadatta Airport,ODD,,MRM,AU-OC,11/23/2022,8:05 PM,9:09 PM,1:16 AM,2:05 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,DL456,Boeing 747,International,Memphis International Airport,MEM,Collins Bay Airport,YKC,US-NA,12/15/2022,10:20 PM,11:00 PM,12:52 AM,3:49 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,NK404,Boeing 777,International,Pomala Airport,PUM,Monte Santo de Minas Airport,0,ID-AS,11/25/2022,10:09 PM,10:57 PM,2:09 AM,2:58 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,B6202,Boeing 777,International,Cachoeira do Sul Airport,QDB,San Juan Airport,SJM,,8/22/2022,8:48 PM,9:40 PM,12:51 AM,2:19 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,AA123,Boeing 787,International,Eaker Field,DUA,Monywar Airport,NYW,US-NA,3/19/2022,10:36 PM,1:00 AM,1:07 AM,2:56 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,UA789,Airbus A330,International,Oyem Airport,OYE,Toncontín International Airport,TGU,GA-AF,9/20/2022,7:43 PM,9:48 PM,12:56 AM,1:36 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,AS303,Boeing 737,Domestic,,MQD,Cotulla-La Salle County Airport,COT,AR-SA,9/23/2022,9:53 PM,12:48 AM,12:59 AM,1:44 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,UA789,Airbus A330,International,Nuguria Airstrip,NUG,Lien Khuong Airport,DLI,PG-OC,6/5/2022,11:46 PM,12:17 AM,7:11 AM,7:45 AM,7/5/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Boeing 747,INT,Jubail Airport,QJB,Igrim Airport,IRM,SA-AS,8/19/2022,10:01 PM,10:02 PM,3:04 AM,3:06 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,DL456,Airbus A320,International,Ahmed Al Jaber Air Base,XIJ,Imroz Airport,GKD,KW-,1/4/2022,7:23 PM,9:44 PM,12:45 AM,2:31 AM,2/4/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,F9505,Boeing 787,International,Propriano Airport,PRP,Martindale Army Heliport,MDA,FR-EU,10/23/2022,10:10 PM,12:40 AM,4:16 AM,6:09 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,SY808,Boeing 787,DOM,,ELY,Zamboanga International Airport,ZAM,US-NA,9/17/2022,5:48 PM,8:01 PM,12:47 AM,3:18 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,WN101,Boeing 747,DOM,Kirovograd Airport,KGO,Shamshernagar Airport,ZHM,UA-EU,11/30/2022,8:13 PM,10:27 PM,2:42 AM,2:50 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,NK404,Airbus A350,International,,MVU,Viña del mar Airport,KNA,AU-OC,7/15/2022,10:09 PM,10:16 PM,3:43 AM,6:11 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,DL456,Airbus A330,INT,Stockholm Airport,SMP,Elmendorf Air Force Base,EDF,PG-OC,8/19/2022,11:44 PM,1:09 AM,4:33 AM,6:46 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,F9505,Boeing 747,International,Kurumoch International Airport,KUF,Tynda Airport,TYD,RU-,8/9/2022,10:12 PM,12:54 AM,4:03 AM,5:05 AM,9/9/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,B6202,Boeing 737,International,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,Wallal Airport,WLA,CA-NA,1/30/2022,6:07 PM,8:28 PM,12:27 AM,2:11 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,UA789,Boeing 737,Domestic,Kotabangun Airport,KOD,Tan Son Nhat International Airport,SGN,,5/6/2022,7:12 PM,8:29 PM,12:04 AM,2:44 AM,6/6/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,AS303,Airbus A320,International,Mihail Kogălniceanu International Airport,CND,Valenciennes-Denain Airport,XVS,RO-EU,9/10/2022,9:53 PM,10:31 PM,12:53 AM,3:36 AM,10/10/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,SY808,Boeing 787,International,Buckland Airport,BKC,Kapuskasing Airport,,US-NA,2/4/2022,11:47 PM,12:58 AM,4:56 AM,7:00 AM,3/4/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,G4606,Boeing 777,International,Baillif Airport,BBR,Sabah Airport,SBV,,12/22/2022,3:58 PM,6:53 PM,12:01 AM,1:11 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,B6202,Boeing 747,Domestic,Piloto Osvaldo Marques Dias Airport,AFL,Tuktoyaktuk Airport,YUB,BR-SA,7/12/2022,9:39 PM,10:34 PM,4:29 AM,5:38 AM,8/12/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,WN101,Boeing 787,International,Santa Lucia Air Force Base,NLU,Pondok Cabe Air Base,PCB,MX-NA,7/20/2022,6:45 PM,8:33 PM,12:57 AM,1:15 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,SY808,Boeing 777,International,Boma Airport,BOA,Altoona Blair County Airport,AOO,CD-AF,7/15/2022,10:45 PM,12:29 AM,3:21 AM,3:48 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
